CCHWF,CCHWF,2022-05-16,2022-03-31,-0.07,USD
CCI,Crown Castle International Corp,2022-04-20,2022-03-31,0.94,USD
CCJ,Cameco Corp,2022-05-05,2022-03-31,-0.03,CAD
CCK,Crown Holdings Inc,2022-04-25,2022-03-31,1.82,USD
CCL,Carnival Corp (Paired Stock),2022-06-22,2022-05-31,-1.02,USD
CCLP,CSI Compressco LP,2022-04-28,2022-03-31,,USD
CCM,Concord Medical Services,2022-04-26,2022-03-31,,CNY
CCMP,CMC Materials Inc,2022-05-04,2022-03-31,1.81,USD
CCNB,CCNB,2022-05-11,2022-03-31,,USD
CCNE,CNB Financial Corp (PA),2022-04-18,2022-03-31,0.75,USD
CCO,Clear Channel Outdoor Holdings Inc,2022-05-10,2022-03-31,-0.16,USD
CCOI,Cogent Communications Holdings Inc,2022-05-05,2022-03-31,0.21,USD
CCOM,CCOM,2022-05-11,2022-03-31,,USD
CCORF,CCORF,2022-05-30,2022-03-31,,USD
CCRD,CoreCard Corporation - Class A,2022-05-02,2022-03-31,0.8,USD
CCRN,Cross Country Healthcares Inc,2022-05-04,2022-03-31,1.31,USD
CCS,Century Communities Inc,2022-04-27,2022-03-31,3.85,USD
CCXI,ChemoCentryx Inc,2022-04-27,2022-03-31,-0.19,USD
CD,Chindata Group Holdings Ltd,2022-05-18,2022-03-31,0.04,CNY
CDAK,Codiak Biosciences Inc,2022-05-04,2022-03-31,-0.89,USD
CDAY,Ceridian HCM Holding Inc,2022-05-04,2022-03-31,0.11,USD
CDDRF,CDDRF,2022-05-10,2022-03-31,,USD
CDE,Coeur Mining Inc,2022-05-04,2022-03-31,-0.03,USD
CDEV,Centennial Resource Development Inc - Class A,2022-05-02,2022-03-31,0.32,USD
CDK,CDK Global Inc,2022-05-04,2022-03-31,0.74,USD
CDLX,Cardlytics Inc,2022-05-02,2022-03-31,-0.55,USD
CDMO,Avid Bioservices Inc,2022-06-27,2022-04-30,0.01,USD
CDNA,Caredx Inc,2022-05-03,2022-03-31,-0.04,USD
CDNAF,CDNAF,2022-05-12,2022-03-31,,USD
CDNS,Cadence Design Systems Inc,2022-04-25,2022-03-31,1.02,USD
CDOR,CDOR,2022-05-09,2022-03-31,,USD
CDPYF,CDPYF,2022-05-16,2022-03-31,,USD
CDR,Cedar Realty Trust Inc,2022-05-04,2022-03-31,-0.03,USD
CDTX,Cidara Therapeutics Inc,2022-05-11,2022-03-31,-0.29,USD
CDUAF,CDUAF,2022-04-27,2022-03-31,,USD
CDW,CDW Corp,2022-05-03,2022-03-31,2.01,USD
CDXC,Chromadex Corp,2022-05-04,2022-03-31,-0.09,USD
CDXS,Codexis Inc,2022-05-04,2022-03-31,-0.19,USD
CDZI,Cadiz Inc,2022-05-16,2022-03-31,,USD
CE,Celanese Corp - Series A,2022-04-28,2022-03-31,4.51,USD
CEAD,CEA Industries Inc,2022-05-09,2022-03-31,,USD
CEADD,CEADD,2022-05-09,2022-03-31,,USD
CECE,Ceco Environmental Corp,2022-05-04,2022-03-31,0.05,USD
CEFC,CEFC,2022-04-26,2022-03-31,,USD
CEIX,Consol Energy Inc,2022-05-03,2022-03-31,1.84,USD
CELC,Celcuity Inc,2022-05-09,2022-03-31,-0.51,USD
CELH,Celsius Holdings Inc,2022-05-11,2022-03-31,0.02,USD
CELU,Celularity Inc - Class A,2022-05-23,2022-03-31,-0.26,USD
CEMI,Chembio Diagnostics Inc,2022-05-04,2022-03-31,-0.21,USD
CENT,Central Garden & Pet Company,2022-05-03,2022-03-31,1.18,USD
CENX,Century Aluminum Company,2022-04-28,2022-03-31,0.36,USD
CEQP,Crestwood Equity Partners LP,2022-04-26,2022-03-31,0.44,USD
CERAF,CERAF,2022-05-11,2022-03-31,,USD
CERC,CERC,2022-05-11,2022-03-31,,USD
CERE,Cerevel Therapeutics Holdings Inc,2022-05-10,2022-03-31,-0.42,USD
CERGF,CERGF,2022-05-12,2022-03-31,,USD
CERN,Cerner Corp,2022-05-03,2022-03-31,0.87,USD
CERS,Cerus Corp,2022-05-02,2022-03-31,-0.09,USD
CERT,Certara Inc,2022-05-04,2022-03-31,0.1,USD
CESDF,CESDF,2022-05-10,2022-03-31,,CAD
CETEF,CETEF,2022-05-11,2022-03-31,,USD
CETX,Cemtrex Inc,2022-06-22,2022-03-31,,USD
CEVA,Ceva Inc,2022-05-10,2022-03-31,0.17,USD
CF,CF Industries Holdings Inc,2022-05-04,2022-03-31,4.28,USD
CFB,Crossfirst Bankshares Inc,2022-04-18,2022-03-31,0.3,USD
CFBK,CF Bankshares Inc,2022-05-02,2022-03-31,0.73,USD
CFFI,C & F Financial Corp,2022-04-20,2022-03-31,,USD
CFFN,Capitol Federal Financial,2022-04-27,2022-01-31,0.14,USD
CFG,Citizens Financial Group Inc,2022-04-19,2022-03-31,0.92,USD
CFLT,Confluent Inc Class A,2022-05-05,2022-03-31,-0.21,USD
CFMS,Conformis Inc,2022-05-04,2022-03-31,-0.07,USD
CFOK,CFOK,2022-04-28,2022-03-31,,USD
CFPUF,CFPUF,2022-04-27,2022-03-31,,USD
CFPZF,CFPZF,2022-05-04,2022-03-31,,USD
CFR,Cullen Frost Bankers Inc,2022-04-28,2022-03-31,1.47,USD
CFRX,ContraFect Corp,2022-05-12,2022-03-31,-0.31,USD
CFWFF,CFWFF,2022-05-03,2022-03-31,,USD
CFX,CFX,2022-04-27,2022-03-31,0.52,USD
CFXTF,CFXTF,2022-05-10,2022-03-31,,USD
CG,Carlyle Group Inc (The),2022-04-28,2022-03-31,1.04,USD
CGAU,Centerra Gold Inc,2022-05-09,2022-03-31,0.22,USD
CGBD,Carlyle Secured Lending Inc,2022-05-02,2022-03-31,0.38,USD
CGC,Canopy Growth Corporation,2022-05-27,2022-03-31,-0.26,USD
CGEAF,CGEAF,2022-07-12,2022-05-31,,USD
CGECF,CGECF,2022-07-12,2022-05-31,,USD
CGEM,Cullinan Oncology Inc,2022-05-12,2022-03-31,-0.61,USD
CGEN,Compugen Ltd,2022-05-11,2022-03-31,-0.13,USD
CGFEF,CGFEF,2022-04-26,2022-03-31,,CNY
CGJTF,CGJTF,2022-05-02,2022-03-31,,USD
CGNX,Cognex Corp,2022-05-05,2022-03-31,0.38,USD
CGRN,Capstone Green Energy Corp,2022-06-08,2022-03-31,-0.28,USD
CHALF,CHALF,2022-04-25,2022-03-31,,USD
CHCI,Comstock Holding Co. Inc - Class A,2022-05-16,2022-03-31,,USD
CHCO,City Holding Company,2022-04-19,2022-03-31,1.25,USD
CHCT,Community Healthcare Trust Inc,2022-05-02,2022-03-31,0.24,USD
CHD,Church & Dwight Co. Inc,2022-04-28,2022-03-31,0.77,USD
CHDN,Churchill Downs Inc,2022-04-27,2022-03-31,1.17,USD
CHE,Chemed Corp,2022-04-26,2022-03-31,4.47,USD
CHEF,Chefs` Warehouse Inc,2022-04-27,2022-03-31,0.02,USD
CHGG,Chegg Inc,2022-05-02,2022-03-31,0.24,USD
CHH,Choice Hotels International Inc,2022-05-10,2022-03-31,0.89,USD
CHHHF,CHHHF,2022-05-10,2022-03-31,,USD
CHK,Chesapeake Energy Corp - New,2022-05-09,2022-03-31,2.4,USD
CHKP,Check Point Software Technolgies,2022-04-27,2022-03-31,1.54,USD
CHMA,CHMA,2022-05-04,2022-03-31,,USD
CHMG,Chemung Financial Corp,2022-04-20,2022-03-31,1.23,USD
CHMI,Cherry Hill Mortgage Investment Corporation,2022-05-09,2022-03-31,0.3,USD
CHNG,Change Healthcare Inc,2022-05-24,2022-03-31,0.4,USD
CHPT,ChargePoint Holdings Inc - Class A,2022-06-01,2022-03-31,-0.18,USD
CHRRF,CHRRF,2022-05-06,2022-03-31,,USD
CHRS,Coherus Biosciences Inc,2022-05-04,2022-03-31,-0.46,USD
CHRW,C.H. Robinson Worldwide Inc,2022-04-27,2022-03-31,1.54,USD
CHS,Chico`s Fas Inc,2022-06-06,2022-05-31,0.09,USD
CHSCP,CHS Inc,2022-07-06,2022-05-31,,USD
CHTR,Charter Communications Inc - Class A,2022-04-29,2022-03-31,6.52,USD
CHUY,Chuy`s Holdings Inc,2022-05-04,2022-03-31,0.3,USD
CHWWF,CHWWF,2022-05-04,2022-03-31,,USD
CHWY,Chewy Inc - Class A,2022-06-08,2022-05-31,-0.12,USD
CHX,ChampionX Corporation,2022-04-26,2022-03-31,0.21,USD
CI,Cigna Corp,2022-05-06,2022-03-31,5.17,USD
CIA,Citizens Inc - Class A,2022-05-03,2022-03-31,,USD
CIBY,CIBY,2022-06-06,2022-03-31,,USD
CIDM,Cinedigm Corp - Class A,2022-07-12,2022-06-30,,USD
CIEN,CIENA Corp,2022-06-01,2022-04-30,0.54,USD
CIGI,Colliers International Group Inc,2022-05-03,2022-03-31,1.22,USD
CIM,Chimera Investment Corp,2022-05-03,2022-03-31,0.38,USD
CINF,Cincinnati Financial Corp,2022-04-28,2022-03-31,1.48,USD
CINR,CINR,2022-05-02,2022-03-31,,USD
CIO,City Office REIT Inc,2022-05-05,2022-03-31,0.07,USD
CIT,CIT,2022-04-26,2022-03-31,,USD
CIVB,Civista Bancshares Inc,2022-04-28,2022-03-31,0.62,USD
CIVI,Civitas Resources Inc New,2022-05-02,2022-03-31,2.18,USD
CIX,Compx International Inc - Class A,2022-05-02,2022-03-31,,USD
CIXX,CI Financial Corp,2022-05-11,2022-03-31,,USD
CIXX,CI Financial Corp,2022-07-13,2022-06-30,,USD
CJCFF,CJCFF,2022-05-18,2022-04-30,,USD
CJREF,CJREF,2022-06-27,2022-05-31,0.16,CAD
CKPT,Checkpoint Therapeutics Inc,2022-05-04,2022-03-31,-0.14,USD
CL,Colgate-Palmolive Company,2022-04-29,2022-03-31,0.75,USD
CLAR,Clarus Corp,2022-05-09,2022-03-31,0.37,USD
CLB,Core Laboratories N.V.,2022-04-27,2022-03-31,0.06,USD
CLBK,Columbia Financial Inc,2022-04-26,2022-03-31,0.2,USD
CLBS,Caladrius Biosciences Inc,2022-05-04,2022-03-31,-0.1,USD
CLDB,CLDB,2022-04-25,2022-03-31,,USD
CLDR,CLDR,2022-05-30,2022-04-30,,USD
CLDT,Chatham Lodging Trust,2022-05-04,2022-03-31,-0.28,USD
CLDX,Celldex Therapeutics Inc,2022-05-04,2022-03-31,-0.45,USD
CLF,Cleveland-Cliffs Inc,2022-04-22,2022-03-31,1.42,USD
CLFD,Clearfield Inc,2022-04-20,2022-03-31,0.5,USD
CLGN,CollPlant Biotechnologies Ltd New,2022-05-25,2022-03-31,-0.14,USD
CLGX,CLGX,2022-05-05,2022-03-31,,USD
CLH,Clean Harbors Inc,2022-05-03,2022-03-31,0.73,USD
CLI,CLI,2022-05-04,2022-03-31,,USD
CLKFF,CLKFF,2022-05-05,2022-03-31,,CAD
CLKXF,CLKXF,2022-04-27,2022-03-31,,CAD
CLMT,Calumet Specialty Products Partners L.P.,2022-05-05,2022-03-31,-0.52,USD
CLNC,CLNC,2022-05-03,2022-03-31,,USD
CLNE,Clean Energy Fuels Corp,2022-05-05,2022-03-31,-0.01,USD
CLNFF,CLNFF,2022-05-10,2022-03-31,,USD
CLNN,Clene Inc,2022-05-09,2022-03-31,-0.19,USD
CLPR,Clipper Realty Inc,2022-05-09,2022-03-31,,USD
CLPT,ClearPoint Neuro Inc,2022-05-09,2022-03-31,-0.2,USD
CLR,Continental Resources Inc (OKLA),2022-04-26,2022-03-31,2.16,USD
CLRB,Cellectar Biosciences Inc,2022-05-09,2022-03-31,-0.1,USD
CLRMF,CLRMF,2022-05-30,2022-04-30,,USD
CLS,Celestica Inc,2022-04-27,2022-03-31,,USD
CLSD,Clearside Biomedical Inc,2022-05-16,2022-03-31,-0.08,USD
CLSK,Cleanspark Inc,2022-05-04,2022-03-31,0.36,USD
CLSN,Celsion Corp,2022-05-12,2022-03-31,-0.99,USD
CLVR,Clever Leaves Holdings Inc,2022-05-16,2022-03-31,-0.44,USD
CLVS,Clovis Oncology Inc,2022-05-03,2022-03-31,-0.43,USD
CLVT,Clarivate Plc,2022-05-09,2022-03-31,0.18,USD
CLW,Clearwater Paper Corp,2022-05-03,2022-03-31,0.87,USD
CLX,Clorox Company,2022-05-02,2022-03-31,0.97,USD
CLXT,Calyxt Inc,2022-05-04,2022-03-31,-0.14,USD
CM,Canadian Imperial Bank Of Commerce,2022-05-26,2022-04-30,2.93,CAD
CMA,Comerica Inc,2022-04-20,2022-03-31,1.38,USD
CMBM,Cambium Networks Corp,2022-05-05,2022-03-31,0.06,USD
CMC,Commercial Metals Company,2022-06-15,2022-05-31,1.78,USD
CMCL,Caledonia Mining Corporation Plc,2022-05-11,2022-03-31,,USD
CMCO,Columbus Mckinnon Corp,2022-05-24,2022-03-31,0.78,USD
CMCSA,Comcast Corp - Class A,2022-04-28,2022-03-31,0.8,USD
CMCT,Creative Media & Community Trust,2022-05-09,2022-03-31,-0.09,USD
CMDXF,CMDXF,2022-05-19,2022-03-31,,USD
CME,CME Group Inc - Class A,2022-04-27,2022-03-31,1.98,USD
CMG,Chipotle Mexican Grill,2022-04-26,2022-03-31,5.67,USD
CMI,Cummins Inc,2022-05-03,2022-03-31,3.62,USD
CMLEF,CMLEF,2022-05-03,2022-03-31,,USD
CMLS,Cumulus Media Inc - Class A,2022-05-03,2022-03-31,-0.29,USD
CMMB,Chemomab Therapeutics Ltd,2022-05-11,2022-03-31,-0.24,USD
CMO,CMO,2022-04-26,2022-03-31,,USD
CMP,Compass Minerals International Inc,2022-05-02,2022-03-31,,USD
CMPI,Checkmate Pharmaceuticals Inc,2022-05-11,2022-03-31,-0.75,USD
CMPR,Cimpress plc,2022-04-27,2022-03-31,-0.82,USD
CMRE,Costamare Inc,2022-05-30,2022-03-31,0.97,USD
CMRX,Chimerix Inc,2022-05-04,2022-03-31,-0.33,USD
CMS,CMS Energy Corporation,2022-05-03,2022-03-31,1.1,USD
CMT,Core Molding Technologies,2022-05-05,2022-03-31,,USD
CMTL,Comtech Telecommunications Corp,2022-06-06,2022-04-30,0.06,USD
CNA,CNA Financial Corp,2022-05-02,2022-03-31,1.23,USD
CNBKA,CNBKA,2022-07-11,2022-06-30,,USD
CNC,Centene Corp,2022-04-26,2022-03-31,1.68,USD
CNCE,Concert Pharmaceuticals Inc,2022-05-02,2022-03-31,-0.91,USD
CNDT,Conduent Inc,2022-05-03,2022-03-31,0.06,USD
CNF,CNFinance Holdings Ltd,2022-05-25,2022-03-31,,CNY
CNFR,Conifer Holdings Inc,2022-05-09,2022-03-31,-0.12,USD
CNGO,CNGO,2022-06-15,2022-03-31,,USD
CNI,Canadian National Railway Company,2022-04-26,2022-03-31,,CAD
CNIG,CNIG,2022-05-11,2022-03-31,,USD
CNK,Cinemark Holdings Inc,2022-05-05,2022-03-31,-0.51,USD
CNMD,Conmed Corp,2022-04-27,2022-03-31,0.62,USD
CNNE,Cannae Holdings Inc,2022-05-09,2022-03-31,-0.01,USD
CNNEF,CNNEF,2022-05-11,2022-03-31,,USD
CNO,CNO Financial Group Inc,2022-04-26,2022-03-31,0.55,USD
CNOB,ConnectOne Bancorp Inc,2022-04-27,2022-03-31,0.75,USD
CNP,Centerpoint Energy Inc,2022-05-03,2022-03-31,0.48,USD
CNPOF,CNPOF,2022-06-01,2022-03-31,,USD
CNPRF,CNPRF,2022-05-11,2022-03-31,,CAD
CNQ,Canadian Natural Resources Ltd,2022-05-04,2022-03-31,1.88,CAD
CNR,Cornerstone Building Brands Inc,2022-05-09,2022-03-31,0.16,USD
CNRD,CNRD,2022-05-12,2022-03-31,,USD
CNS,Cohen & Steers Inc,2022-04-20,2022-03-31,1.02,USD
CNSL,Consolidated Communications Holdings Inc,2022-05-05,2022-03-31,-0.03,USD
CNSNF,CNSNF,2022-06-27,2022-04-30,,USD
CNST,CNST,2022-05-09,2022-03-31,,USD
CNSWF,CNSWF,2022-05-03,2022-03-31,,USD
CNTG,Centogene NV,2022-06-14,2022-03-31,,EUR
CNTMF,CNTMF,2022-05-02,2022-03-31,,USD
CNTY,Century Casinos Inc,2022-05-06,2022-03-31,0.11,USD
CNX,CNX Resources Corp,2022-04-28,2022-03-31,0.57,USD
CNXC,Concentrix Corporation,2022-06-21,2022-05-31,2.84,USD
CNXN,PC Connection Inc,2022-05-04,2022-03-31,0.56,USD
CO,Global Cord Blood Corp,2022-06-27,2022-03-31,,CNY
COCP,Cocrystal Pharma Inc,2022-05-16,2022-03-31,-0.03,USD
CODA,Coda Octopus Group Inc,2022-06-13,2022-04-30,0.08,USD
CODI,Compass Diversified Holdings,2022-04-27,2022-03-31,0.37,USD
COE,China Online Education Group,2022-05-16,2022-03-31,,CNY
COF,Capital One Financial Corp,2022-04-26,2022-03-31,5.44,USD
COFS,Choiceone Financial Services Inc,2022-04-19,2022-03-31,,USD
COG,COG,2022-04-27,2022-03-31,,USD
COGT,Cogent Biosciences Inc,2022-05-10,2022-03-31,-0.52,USD
COHN,Cohen & Company Inc,2022-05-02,2022-03-31,,USD
COHR,Coherent Inc,2022-05-10,2022-03-31,2.35,USD
COHU,Cohu Inc,2022-04-27,2022-03-31,0.56,USD
COKE,Coca-Cola Consolidated Inc,2022-05-09,2022-03-31,7.13,USD
COLB,Columbia Banking System Inc,2022-04-21,2022-03-31,0.68,USD
COLD,Americold Realty Trust,2022-05-05,2022-03-31,-0.07,USD
COLFF,COLFF,2022-05-02,2022-03-31,,USD
COLL,Collegium Pharmaceutical Inc,2022-05-04,2022-03-31,0.9,USD
COLM,Columbia Sportswear Company,2022-04-28,2022-03-31,0.83,USD
COMM,CommScope Holding Company Inc,2022-05-04,2022-03-31,0.21,USD
COMP,Compass Inc - Class A,2022-05-12,2022-03-31,-0.48,USD
COMS,ComSovereign Holding Corp,2022-05-16,2022-03-31,,USD
CONE,CyrusOne Inc,2022-04-26,2022-03-31,0.06,USD
CONN,Conns Inc,2022-06-01,2022-04-30,0.17,USD
COO,Cooper Companies Inc,2022-06-01,2022-04-30,3.47,USD
COOP,Mr. Cooper Group Inc,2022-04-28,2022-03-31,0.85,USD
COP,Conoco Phillips,2022-05-05,2022-03-31,2.82,USD
COR,COR,2022-04-27,2022-03-31,,USD
CORE,CORE,2022-05-04,2022-03-31,,USD
CORR,CorEnergy Infrastructure Trust Inc,2022-05-09,2022-03-31,,USD
CORT,Corcept Therapeutics Inc,2022-05-04,2022-03-31,0.24,USD
COST,Costco Wholesale Corp,2022-05-26,2022-03-31,2.74,USD
COTY,Coty Inc - Class A,2022-05-09,2022-03-31,0.01,USD
COUP,Coupa Software Inc,2022-06-06,2022-04-30,0.05,USD
COUR,Coursera Inc,2022-05-02,2022-03-31,-0.14,USD
COWN,Cowen Inc - Class A,2022-04-29,2022-03-31,0.79,USD
CP,Canadian Pacific Railway Ltd,2022-04-27,2022-03-31,,CAD
CPA,Copa Holdings S.A. - Class A,2022-05-11,2022-03-31,0.32,USD
CPB,Campbell Soup Company,2022-06-07,2022-04-30,0.61,USD
CPE,Callon Petroleum Company,2022-05-03,2022-03-31,3.27,USD
CPF,Central Pacific Financial Corp,2022-04-20,2022-03-31,0.56,USD
CPG,Crescent Point Energy Corp,2022-05-12,2022-03-31,0.25,CAD
CPHC,Canterbury Park Holding Corp,2022-05-09,2022-03-31,,USD
CPHRF,CPHRF,2022-05-11,2022-03-31,,USD
CPIX,Cumberland Pharmaceuticals Inc,2022-05-09,2022-03-31,,USD
CPK,Chesapeake Utilities Corp,2022-05-02,2022-03-31,1.98,USD
CPLG,CorePoint Lodging Inc,2022-05-04,2022-03-31,,USD
CPLP,Capital Product Partners L P,2022-04-27,2022-03-31,0.95,USD
CPNG,Coupang Inc - Class A,2022-05-10,2022-03-31,-0.17,USD
CPPMF,CPPMF,2022-04-26,2022-03-31,,USD
CPRI,Capri Holdings Ltd,2022-05-24,2022-03-31,0.82,USD
CPRT,Copart Inc,2022-05-17,2022-04-30,1.14,USD
CPRX,Catalyst Pharmaceuticals Inc,2022-05-09,2022-03-31,0.14,USD
CPS,Cooper-Standard Holdings Inc,2022-05-04,2022-03-31,-2.55,USD
CPSH,CPS Technologies Corporation,2022-04-27,2022-03-31,,USD
CPSI,Computer Programs & Systems Inc,2022-05-09,2022-03-31,0.66,USD
CPSS,Consumer Portfolio Service Inc,2022-05-09,2022-03-31,,USD
CPT,Camden Property Trust,2022-04-28,2022-03-31,0.42,USD
CPTA,CPTA,2022-05-02,2022-03-31,,USD
CPXGF,CPXGF,2022-05-04,2022-03-31,,USD
CPXWF,CPXWF,2022-05-02,2022-03-31,,USD
CQP,Cheniere Energy Partners LP,2022-05-02,2022-03-31,0.85,USD
CR,Crane Company,2022-04-25,2022-03-31,1.68,USD
CRAI,CRA International Inc,2022-05-04,2022-03-31,1.07,USD
CRBP,Corbus Pharmaceuticals Holdings Inc,2022-05-11,2022-03-31,-0.08,USD
CRC,California Resources Corporation - New,2022-05-05,2022-03-31,1.32,USD
CRCT,Cricut Inc - Class A,2022-05-11,2022-03-31,0.11,USD
CRDF,Cardiff Oncology Inc,2022-05-04,2022-03-31,-0.23,USD
CRDL,Cardiol Therapeutics Inc - Class A,2022-05-16,2022-03-31,-0.12,CAD
CREE,CREE,2022-04-26,2022-03-31,,USD
CREX,Creative Realities Inc,2022-05-16,2022-03-31,,USD
CRI,Carters Inc,2022-04-28,2022-03-31,1.37,USD
CRIS,Curis Inc,2022-05-10,2022-03-31,-0.16,USD
CRK,Comstock Resources Inc,2022-05-03,2022-03-31,0.46,USD
CRKN,Crown ElectroKinetics Corp,2022-06-20,2022-03-31,,USD
CRL,Charles River Laboratories International Inc,2022-05-04,2022-03-31,2.73,USD
CRLBF,CRLBF,2022-05-25,2022-03-31,,USD
CRLFF,CRLFF,2022-05-12,2022-03-31,,USD
CRM,Salesforce.Com Inc,2022-05-25,2022-04-30,0.94,USD
CRMD,CorMedix Inc,2022-05-11,2022-03-31,-0.22,USD
CRMT,Americas Car Mart Inc,2022-05-23,2022-04-30,3.1,USD
CRNC,Cerence Inc,2022-05-09,2022-03-31,0.35,USD
CRNT,Ceragon Networks Ltd,2022-05-02,2022-03-31,-0.03,USD
CRNX,Crinetics Pharmaceuticals Inc,2022-05-04,2022-03-31,-0.58,USD
CROMF,CROMF,2022-05-11,2022-03-31,,USD
CRON,Cronos Group Inc,2022-05-05,2022-03-31,-0.08,USD
CROX,Crocs Inc,2022-04-25,2022-03-31,1.52,USD
CRRTF,CRRTF,2022-05-09,2022-03-31,,USD
CRS,Carpenter Technology Corp,2022-04-28,2022-03-31,-0.29,USD
CRSP,CRISPR Therapeutics AG,2022-04-25,2022-03-31,-1.94,USD
CRSR,Corsair Gaming Inc,2022-05-02,2022-03-31,0.28,USD
CRSXF,CRSXF,2022-05-03,2022-03-31,,USD
CRTO,Criteo S.A,2022-05-03,2022-03-31,0.45,USD
CRUS,Cirrus Logic Inc,2022-05-03,2022-03-31,1.4,USD
CRVL,Corvel Corp,2022-05-25,2022-03-31,,USD
CRVS,Corvus Pharmaceuticals Inc,2022-04-27,2022-03-31,-0.15,USD
CRWD,Crowdstrike Holdings Inc - Class A,2022-06-01,2022-04-30,0.23,USD
CRWS,Crown Crafts Inc,2022-06-07,2022-03-31,,USD
CRY,CRY,2022-04-27,2022-03-31,,USD
CSBB,CSBB,2022-04-19,2022-03-31,,USD
CSFFF,CSFFF,2022-04-25,2022-03-31,,USD
CSGP,Costar Group Inc,2022-04-26,2022-03-31,0.27,USD
CSGS,CSG Systems International Inc,2022-05-04,2022-03-31,0.79,USD
CSHX,CSHX,2022-05-12,2022-03-31,,USD
CSII,Cardiovascular Systems Inc,2022-05-04,2022-03-31,-0.28,USD
CSIQ,Canadian Solar Inc,2022-05-18,2022-03-31,-0.13,USD
CSL,Carlisle Companies Inc,2022-04-28,2022-03-31,2.62,USD
CSLT,CSLT,2022-04-27,2022-03-31,,USD
CSOD,CSOD,2022-05-04,2022-03-31,,USD
CSPR,CSPR,2022-05-11,2022-03-31,,USD
CSPUF,CSPUF,2022-04-19,2022-03-31,,USD
CSQPF,CSQPF,2022-05-04,2022-03-31,,USD
CSR,Centerspace,2022-05-02,2022-03-31,-0.6,USD
CSSE,Chicken Soup for the Soul Entertainment Inc - Class A,2022-05-11,2022-03-31,-0.7,USD
CSTE,Caesarstone Ltd,2022-05-03,2022-03-31,0.09,USD
CSTL,Castle Biosciences Inc,2022-05-09,2022-03-31,-0.71,USD
CSTM,Constellium SE - Class A,2022-04-26,2022-03-31,0.22,EUR
CSTR,CapStar Financial Holdings Inc,2022-04-21,2022-03-31,0.44,USD
CSU,CSU,2022-05-11,2022-03-31,,USD
CSV,Carriage Services Inc,2022-04-19,2022-03-31,0.93,USD
CSWC,Capital Southwest Corp,2022-05-23,2022-03-31,0.48,USD
CSWI,CSW Industrials Inc,2022-05-18,2022-03-31,1.03,USD
CSX,CSX Corp,2022-04-20,2022-03-31,0.38,USD
CTARF,CTARF,2022-05-23,2022-03-31,,USD
CTARF,CTARF,2022-07-12,2022-06-30,,USD
CTAS,Cintas Corporation,2022-07-13,2022-05-31,2.69,USD
CTB,CTB,2022-05-02,2022-03-31,,USD
CTBI,Community Trust Bancorp Inc,2022-04-19,2022-03-31,0.95,USD
CTEK,CynergisTek Inc,2022-05-11,2022-03-31,-0.11,USD
CTG,Computer Task Group Inc,2022-04-27,2022-03-31,0.13,USD
CTHR,Charles & Colvard Ltd,2022-05-04,2022-03-31,0.01,USD
CTIC,CTI BioPharma Corp,2022-05-30,2022-03-31,-0.14,USD
CTK,CooTek (Cayman) Inc,2022-06-01,2022-03-31,,USD
CTLP,Cantaloupe Inc,2022-05-04,2022-03-31,-0.02,USD
CTLT,Catalent Inc,2022-05-02,2022-03-31,0.94,USD
CTMX,CytomX Therapeutics Inc,2022-05-04,2022-03-31,-0.36,USD
CTO,CTO Realty Growth Inc - New - New,2022-04-27,2022-03-31,0.28,USD
CTOS,Custom Truck One Source Inc,2022-05-10,2022-03-31,-0.03,USD
CTRA,Coterra Energy Inc,2022-05-02,2022-03-31,0.81,USD
CTRE,CareTrust REIT Inc,2022-05-04,2022-03-31,0.22,USD
CTRRF,CTRRF,2022-05-09,2022-03-31,,USD
CTS,CTS Corp,2022-04-27,2022-03-31,0.53,USD
CTSDF,CTSDF,2022-05-03,2022-03-31,,USD
CTSH,Cognizant Technology Solutions Corp - Class A,2022-05-04,2022-03-31,1.04,USD
CTSO,Cytosorbents Corp,2022-05-02,2022-03-31,-0.12,USD
CTT,CatchMark Timber Trust Inc - Class A,2022-05-05,2022-03-31,-0.02,USD
CTVA,Corteva Inc,2022-05-05,2022-03-31,0.82,USD
CTXR,Citius Pharmaceuticals Inc,2022-05-11,2022-03-31,-0.06,USD
CTXS,Citrix Systems Inc,2022-04-27,2022-03-31,1.17,USD
CUB,CUB,2022-05-03,2022-03-31,,USD
CUBE,CubeSmart,2022-04-28,2022-03-31,0.24,USD
CUBI,Customers Bancorp Inc,2022-04-27,2022-03-31,1.63,USD
CUE,Cue Biopharma Inc,2022-05-16,2022-03-31,-0.45,USD
CULP,Culp Inc,2022-06-14,2022-05-31,0.07,USD
CURI,CuriosityStream Inc - Class A,2022-05-12,2022-03-31,-0.33,USD
CURLF,CURLF,2022-05-09,2022-03-31,-0.04,USD
CURN,CURN,2022-06-08,2022-04-30,,USD
CURO,CURO Group Holdings Corp,2022-05-02,2022-03-31,0.12,USD
CUTR,Cutera Inc,2022-05-03,2022-03-31,-0.04,USD
CUZ,Cousins Properties Inc,2022-04-28,2022-03-31,0.17,USD
CVA,CVA,2022-04-27,2022-03-31,,USD
CVALF,CVALF,2022-05-30,2022-03-31,,CAD
CVBF,CVB Financial Corp,2022-04-20,2022-03-31,0.3,USD
CVCO,Cavco Industries Inc,2022-05-24,2022-03-31,4.81,USD
CVCY,Central Valley Community Bancorp,2022-04-20,2022-03-31,0.45,USD
